Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/test,90637,12238,2,20.5207159539673,0.5404159892350435,26093.302917201072,81.30792060637488,483.8868673687582,65.3354312572003,2,2,3,4,25,41,62,76,250,26000,26000
,Aggregated,90637,12238,2,20.5207159539673,0.5404159892350435,26093.302917201072,81.30792060637488,483.8868673687582,65.3354312572003,2,2,3,4,25,41,62,76,250,26000,26000
