Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/test,109363,75858,1,3.740744471456347,0.31045894138514996,321.3589168153703,26.041028501412725,511.37396620504404,354.70685998356146,1,1,2,2,6,16,31,57,180,230,320
,Aggregated,109363,75858,1,3.740744471456347,0.31045894138514996,321.3589168153703,26.041028501412725,511.37396620504404,354.70685998356146,1,1,2,2,6,16,31,57,180,230,320
